source-ref,class_name,response,date,annotation_time_taken,annotation_worker_id,review_time_taken,review_worker_id,project
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/b0bb78cb-245a-4d1d-8242-b8415869dac7.png,filled card,Approve,2023-05-12T03:32:48.082525,59.72,hongxian@labeller.mobbin.com,18.451,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/19e07d6d-1fd8-47b9-8ae3-c6e72c479023.png,elevated card,Approve,2023-05-12T03:01:06.803948,53.921,hongxian@labeller.mobbin.com,13.827,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f5158f6b-5d82-4bed-bca9-c292ed4dee67.png,,Approve,2023-05-12T03:46:29.699416,13.851,hongxian@labeller.mobbin.com,3.098,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/d6403317-b831-442e-acb7-3c3410d0dc31.png,elevated card,Approve,2023-05-12T03:37:01.956500,130.239,hongxian@labeller.mobbin.com,10.931,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/d6403317-b831-442e-acb7-3c3410d0dc31.png,elevated card,Approve,2023-05-12T03:37:01.956500,130.239,hongxian@labeller.mobbin.com,10.931,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/a995c347-ccb0-40ae-be05-18d9f4827cf2.png,elevated card,Approve,2023-05-12T03:34:55.009781,85.072,hongxian@labeller.mobbin.com,7.643,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/a995c347-ccb0-40ae-be05-18d9f4827cf2.png,elevated card,Approve,2023-05-12T03:34:55.009781,85.072,hongxian@labeller.mobbin.com,7.643,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f52c8c2d-8898-4c37-a6c8-099b264f81d7.png,outlined card,Approve,2023-05-12T03:09:57.327106,96.905,hongxian@labeller.mobbin.com,9.674,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f52c8c2d-8898-4c37-a6c8-099b264f81d7.png,outlined card,Approve,2023-05-12T03:09:57.327106,96.905,hongxian@labeller.mobbin.com,9.674,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f52c8c2d-8898-4c37-a6c8-099b264f81d7.png,outlined card,Approve,2023-05-12T03:09:57.327106,96.905,hongxian@labeller.mobbin.com,9.674,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/3d1e642a-6647-4531-8cc1-0752e9b02926.png,elevated card,Approve,2023-05-12T03:29:34.405575,128.635,hongxian@labeller.mobbin.com,18.319,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/3d1e642a-6647-4531-8cc1-0752e9b02926.png,elevated card,Approve,2023-05-12T03:29:34.405575,128.635,hongxian@labeller.mobbin.com,18.319,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/bcf9b91f-4aa2-469d-98fb-2afc006016fd.png,elevated card,Approve,2023-05-12T03:24:03.610956,43.689,hongxian@labeller.mobbin.com,19.03,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/82df5ba6-95f3-44b0-8473-60252042b12c.png,elevated card,Approve,2023-05-12T03:16:28.853078,134.318,hongxian@labeller.mobbin.com,9.069,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/82df5ba6-95f3-44b0-8473-60252042b12c.png,elevated card,Approve,2023-05-12T03:16:28.853078,134.318,hongxian@labeller.mobbin.com,9.069,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/82df5ba6-95f3-44b0-8473-60252042b12c.png,elevated card,Approve,2023-05-12T03:16:28.853078,134.318,hongxian@labeller.mobbin.com,9.069,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/e1103f6b-5556-4e9a-8bdf-c73c4903f07e.png,filled card,Reject,2023-05-12T03:48:36.901266,92.999,hongxian@labeller.mobbin.com,20.162,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/e1103f6b-5556-4e9a-8bdf-c73c4903f07e.png,outlined card,Reject,2023-05-12T03:48:36.901266,92.999,hongxian@labeller.mobbin.com,20.162,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/9a973629-b8cb-44c7-9986-7d137b161700.png,elevated card,Reject,2023-05-12T03:14:17.113717,258.698,hongxian@labeller.mobbin.com,23.603,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/9a973629-b8cb-44c7-9986-7d137b161700.png,elevated card,Reject,2023-05-12T03:14:17.113717,258.698,hongxian@labeller.mobbin.com,23.603,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/9a973629-b8cb-44c7-9986-7d137b161700.png,elevated card,Reject,2023-05-12T03:14:17.113717,258.698,hongxian@labeller.mobbin.com,23.603,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/9a973629-b8cb-44c7-9986-7d137b161700.png,elevated card,Reject,2023-05-12T03:14:17.113717,258.698,hongxian@labeller.mobbin.com,23.603,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/25bce98e-c0dc-4923-a974-a9e97932a833.png,elevated card,Approve,2023-05-12T03:06:39.830006,302.236,hongxian@labeller.mobbin.com,5.234,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/25bce98e-c0dc-4923-a974-a9e97932a833.png,elevated card,Approve,2023-05-12T03:06:39.830006,302.236,hongxian@labeller.mobbin.com,5.234,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/25bce98e-c0dc-4923-a974-a9e97932a833.png,elevated card,Approve,2023-05-12T03:06:39.830006,302.236,hongxian@labeller.mobbin.com,5.234,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/25bce98e-c0dc-4923-a974-a9e97932a833.png,elevated card,Approve,2023-05-12T03:06:39.830006,302.236,hongxian@labeller.mobbin.com,5.234,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/e7f4d94e-bb2e-4dc5-af0a-8ac58b0a19b2.png,elevated card,Approve,2023-05-12T03:07:46.157169,76.106,hongxian@labeller.mobbin.com,9.906,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Approve,2023-05-12T03:44:22.388862,436.71,hongxian@labeller.mobbin.com,11.165,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Approve,2023-05-12T03:44:22.388862,436.71,hongxian@labeller.mobbin.com,11.165,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Approve,2023-05-12T03:44:22.388862,436.71,hongxian@labeller.mobbin.com,11.165,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Approve,2023-05-12T03:44:22.388862,436.71,hongxian@labeller.mobbin.com,11.165,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Approve,2023-05-12T03:44:22.388862,436.71,hongxian@labeller.mobbin.com,11.165,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Approve,2023-05-12T03:44:22.388862,436.71,hongxian@labeller.mobbin.com,11.165,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Approve,2023-05-12T03:44:22.388862,436.71,hongxian@labeller.mobbin.com,11.165,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Approve,2023-05-12T03:44:22.388862,436.71,hongxian@labeller.mobbin.com,11.165,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Approve,2023-05-12T03:44:22.388862,436.71,hongxian@labeller.mobbin.com,11.165,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Approve,2023-05-12T03:44:22.388862,436.71,hongxian@labeller.mobbin.com,11.165,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Approve,2023-05-12T03:44:22.388862,436.71,hongxian@labeller.mobbin.com,11.165,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/0d26e86c-8a63-496d-aff0-7478d2804cd6.png,,Approve,2023-05-12T03:48:36.899799,13.145,hongxian@labeller.mobbin.com,25.231,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/683785ce-c46a-481a-b9e6-1d633190b926.png,elevated card,Approve,2023-05-12T03:19:43.717365,150.012,hongxian@labeller.mobbin.com,13.06,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/683785ce-c46a-481a-b9e6-1d633190b926.png,elevated card,Approve,2023-05-12T03:19:43.717365,150.012,hongxian@labeller.mobbin.com,13.06,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/cc7f004c-55fc-4483-a470-ebac0521e770.png,,Approve,2023-05-12T03:22:58.421068,8.454,hongxian@labeller.mobbin.com,9.997,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/5fa64039-911a-4245-ad70-d97f38d8f0bf.png,,Approve,2023-05-12T03:22:58.421663,179.921,hongxian@labeller.mobbin.com,6.798,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/87ae8adf-b896-4a10-b5d1-3b1b9a5101b5.png,outlined card,Approve,2023-05-12T03:25:11.481479,61.264,hongxian@labeller.mobbin.com,5.911,danish@mobbin.com,cards
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/9a973629-b8cb-44c7-9986-7d137b161700.png,elevated card,Approve,2023-05-12T03:14:17.113717,30.2236,test@labeller.mobbin.com,0.5234,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/9a973629-b8cb-44c7-9986-7d137b161700.png,elevated card,Approve,2023-05-12T03:14:17.113717,30.2236,test@labeller.mobbin.com,0.5234,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/9a973629-b8cb-44c7-9986-7d137b161700.png,elevated card,Approve,2023-05-12T03:06:39.830006,30.2236,test@labeller.mobbin.com,0.5234,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/25bce98e-c0dc-4923-a974-a9e97932a833.png,elevated card,Approve,2023-05-12T03:06:39.830006,30.2236,test@labeller.mobbin.com,0.9906,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/25bce98e-c0dc-4923-a974-a9e97932a833.png,,Approve,2023-05-12T03:06:39.830006,7.6106,test@labeller.mobbin.com,1.1165,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/25bce98e-c0dc-4923-a974-a9e97932a833.png,elevated card,Approve,2023-05-12T03:06:39.830006,43.671,test@labeller.mobbin.com,1.1165,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/25bce98e-c0dc-4923-a974-a9e97932a833.png,elevated card,Reject,2023-05-12T03:07:46.157169,43.671,test@labeller.mobbin.com,1.1165,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/e7f4d94e-bb2e-4dc5-af0a-8ac58b0a19b2.png,,Approve,2023-05-12T03:44:22.388862,43.671,test@labeller.mobbin.com,1.1165,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Unsure,2023-05-12T03:44:22.388862,43.671,test@labeller.mobbin.com,1.1165,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Approve,2023-05-12T03:44:22.388862,43.671,test@labeller.mobbin.com,1.1165,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Reject,2023-05-12T03:44:22.388862,43.671,test@labeller.mobbin.com,1.1165,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,outlined card,Unsure,2023-05-12T03:44:22.388862,43.671,test@labeller.mobbin.com,1.1165,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Unsure,2023-05-12T03:44:22.388862,43.671,test@labeller.mobbin.com,1.1165,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,filled card,Approve,2023-05-12T03:44:22.388862,43.671,test@labeller.mobbin.com,1.1165,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Approve,2023-05-12T03:44:22.388862,43.671,test@labeller.mobbin.com,1.1165,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,elevated card,Approve,2023-05-12T03:44:22.388862,43.671,test@labeller.mobbin.com,2.5231,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,filled card,Reject,2023-05-12T03:44:22.388862,1.3145,test@labeller.mobbin.com,1.306,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,filled card,Approve,2023-05-12T03:44:22.388862,15.0012,test@labeller.mobbin.com,1.306,test@reviewer.mobbin.com,test
s3://labelling-sagemaker-test/cards_labelling_job/input_image_card_data/f171459a-2405-4f43-acc9-99a5613ebf64.png,outlined card,Approve,2023-05-12T03:48:36.899799,15.0012,test@labeller.mobbin.com,0.9997,test@reviewer.mobbin.com,test
